はいたべてます　今朝ご飯終わりました,今は好きですか？,今の季節まだいいですね　今朝はまだ涼しいです　昼間はあつくなるそうですよ,今/季節/いう/今朝/涼しい/昼間/あつい/なる,熱い/暑い/間,null,null,
今の季節まだいいですね　今朝はまだ涼しいです　昼間はあつくなるそうですよ,季節は好きですか？,畑の草取りってくるからお留守番しててくださいね,畑/草取り/くる/留守番/する,null,留守,null,
ごめんなさい　今までテレビ見てました,今は好きですか？,いまnhkの 花子とアンを見ました,いま/nhk/花子/アン/見る,花/華,null,null,
いまnhkの 花子とアンを見ました,何か、イベントに参加する、予定はありますか？,イベントではないんですけど 明日シルバー人材センターの総会がありますので そこに行ってきます,イベント/ない/明日/シルバー/人材/センター/総会/ある/そこ/行く,人材,null,p,
そんなに好きではないですね,料理って大変だけど、美味しいものが大好き、楽しいね。,そうですね　よったんも好きですか,そうですね/よる/好き,好き,null,null,
やっぱりラベンダーを使ってます,カレンダーは好きですか？,はい大好きです　おりこうさんでした,はい/大好き/おりる/こう/さん,恋う/好き/大好き/請う/乞う/効,null,null,
null,もう一度話しかけてください,ちょっと洗濯ほしてきますのでちょっと待っててくださいね,洗濯/ほす/待つ,待つ,null,null,
いますよ　今は遠くにいます,何か好きな音楽は、ありますか？,音楽は演歌が好きなんです　演歌わかりますか,音楽/演歌/好き/演歌/わかる,好き/楽/分かる/判る,null,p,
そうですか,料理って大変だけど、美味しいものが大好き、楽しいね。,そうですね　おいしくできるとうれしいですね　いっぱい食べましょう,そうですね/おいしい/できる/うれしい/食べる,嬉しい/美味しい,null,null,
知ってます行ったことありますよ ちょっと遠いですけど入ってみました,お孫さんと遊ぶことは楽しいですよね。,そうですね　楽しいですね 今日は高幡不動行って来ました,そうですね/楽しい/今日/高幡不動/行う,楽しい,null,p,
ひってはその,犬と猫では、どちらが好きですか？,犬のほうが好きです,犬/好き,好き,犬/狗,null,
犬のほうが好きです,映画が好きです,好きですか 私も好きです,好き/私/好き,好き,null,null,
好きですか 私も好きです,料理って毎日だから、大変ですよね。,そうですね　でも作るのは楽しいですね,そうですね/作る/楽しい,楽しい,null,null,
そうですね　でも作るのは楽しいですね,夢は哲学の概念ですか？,難しいですね,難しい,null,難しい,null,
難しいですね,シルバー人材センターに登録したきっかけは、なんですか？,家にいても何かそとに出てないやってみたいなんとおもって,家/いる/何/出る#ない/やる/おもう,主/重,null,null,
家にいても何かそとに出てないやってみたいなんとおもって,買い換えたい家電はありますか？,今はないです みんな新しくしました,今#ない/みんな/新しい/する,新しい,null,null,
今はないです みんな新しくしました,すは好きですか？,お酢は好きです体にいいですよね,酢/好き/体/いい,好き/易易/良い/善い/好い,null,null,
そうですねありますけど仕方がないでしょう,歌を歌うのは、好きですか？,大好きです演歌をうたってます,大好き/演歌/うたう,好き/大好き/歌う/謡う/唄う/謳う,null,null,
うーん　特に,新聞は読みますか？,大好きです 毎朝楽しみにしてます,大好き/毎朝/楽しみ/する,好き/大好き/楽しみ,null,null,
大好きです 毎朝楽しみにしてます,今までで一番面白かった仕事を、教えてください。,何が面白かったかな,何/面白い,面白い,白,null,
なんだろう,好きな食べ物はなんですか？,なんでも好きですよ 肉も魚も,なん/好き/肉/魚,好き,null,null,
なんでも好きですよ 肉も魚も,日曜大工に興味はありますか？,ありますけど とくに上手にはできないですね やってみたいです,ある/上手/できる#ない/やる,上手,null,p,
ありますけど とくに上手にはできないですね やってみたいです,毒ってなんだろう．．．,毒は怖いですよ,毒/怖い,null,怖い/恐い ,null,
毒は怖いですよ,毒は好きですか？,嫌いです,嫌い,null,嫌/嫌い,null,
嫌いです,機械の修理は得意ですか？,あまりしませんね女ですので,する#ん/女,女,null,null,
そうですね　探せばありますね,この町に住んで、長いんですか？,そう長いんです　40年になります,長い/40/なる,長,null,null,
そうですね　お金かかりますね,もう本当にお金がかかることですからね．,そうですね　ほんとそうですねよく分かりますね よったんお利口ですね,そうですね/ほんと/分かる/よる/利口,ほんと/利口/分かる/判る,null,null,
そうですね　ほんとそうですねよく分かりますね よったんお利口ですね,魚はさばけますか？,正直に言うとさばけません,正直/言う/さばける#ん,正直,鯖を読む/サバを読む/鯖をよむ/サバをよむ,null,
正直に言うとさばけません,正直は知っていますか？,正直はとてもいいと思いますよ,正直/いい/思う,易易/良い/善い/好い/正直,null,null,
null,大丈夫は知っていますか？,はい大丈夫はわかります,はい/大丈夫/わかる,大丈夫/分かる/判る,null,null,
教えてください　今の話が分からないんですけど,野菜は食べたことがありますか？,毎日食べてます いまだこれからトマト屋 夏野菜が美味しいですよね,毎日/食べる/トマト/屋/夏/野菜/美味しい,味/美味しい,null,null,
あります　大ありです,山に登ったことは、ありますか？,ありますよ　高尾山に置くのぼってます,ある/高尾山/置く/のぼる,山,ぼる,null,
私も全然泳げません これから夏になるのに,私は好きですか？,よったん大好きです,よる/大好き,好き/大好き,null,null,
昔はよく来ましたけど,写真を撮るのは、好きですか？,大好きです,大好き,好き/大好き,null,p,
大好きです,お仕事は、楽しいですか？,楽しい半分　大変半分,楽しい/半分/大変/半分,楽しい,null,null,
楽しい半分　大変半分,麻雀は知っていますか？やってみたいけど、難しそうですよね。,私もそう思います やってみたいけど今から覚えられるかな,私/思う/やる/今/覚える/られる,覚え,null,null,
こんにちは,好きな花は、なんですか？,今さてるのはあじさいがいっぱいです,今/する/あじさい,味,null,null,
今さてるのはあじさいがいっぱいです,健康のために、食べたり飲んだりしているものってありますか？,なるべく健康に良いもの食べてます 野菜体操,健康/良い/食べる/野菜/体操,良い/善い/好い/健/健康,null,null,
なるべく健康に良いもの食べてます 野菜体操,健康は知っていますか？,元気が一番だと思いますよ,元気/一番/思う,元気,null,null,
元気が一番だと思いますよ,ロボットと聞いて、何が思い浮かびますか？,イヤー大きな体をしたロボットかな とおもったんですけど,イヤー/体/する/ロボット/おもう,主/重,null,null,
イヤー大きな体をしたロボットかな とおもったんですけど,ボランティアに、興味はありますか？,興味ありますやってますよ,興味/ある/やる,興/興味,null,null,
興味ありますやってますよ,お祭りは好きですか？,大好きです,大好き,好き/大好き,null,p,
そうですか,もう一度話しかけてください,お名前誰でしたっけ,名前/誰,名,null,null,
はい　私も食べます,私も一緒です。全然、泳げません。,果物はね　これからスイカが美味しいですよ,果物/はねる/スイカ/美味しい,撥ねる/味/美味しい,null,null,
果物はね　これからスイカが美味しいですよ,果物は食べたことがありますか？,はい　大好きです果物は,はい/大好き/果物,好き/大好き,null,p,
これから盆踊りがあります 浴衣を着て一緒に踊ります,盆踊りは好きですか？,はい　たのしくて大好きです 一緒に行きたいですね,はい/たのしい/大好き/一緒/行く,楽しい/好き/大好き,null,null,
少しだけしてます,アイロンがけ難しいですよね。何かコツがあるのかなぁ。,そんなにコツはないけど　丁寧にやればいいのかな,コツ#ない/丁寧/やる/いい,易易/良い/善い/好い/丁寧/叮嚀,null,null,
そんなにコツはないけど　丁寧にやればいいのかな,三田ってなんだろう．．．,みたはね　地名ですよ　ここは豊田です,みる/はねる/地名/ここ/豊田,撥ねる/名,null,null,
三鷹おばあさんがいるんでいつもいってました,電球や蛍光灯の交換は、自分でやるんですか？,自分ではやらないんですよ あぶないから,自分/やる#ない/あぶない,null,危ない,null,
自分ではやらないんですよ あぶないから,お医者さんにかかったことあります,ありますか 私はね白内障で眼医者さんに行ってます,ある/私/はねる/白内障/眼/医者/さん/行く,撥ねる/白,白,null,
ありますか 私はね白内障で眼医者さんに行ってます,私は好きですか？,私は大好きです,私/大好き,好き/大好き,null,null,
私は大好きです,料理って大変だけど、美味しいものが大好き、楽しいね。,そうですね 楽しいね,そうですね/楽しい,楽しい,null,null,
特にやられなかったけど うちも電話がかかってくるんですよ,普段、車の運転はどのくらいしますか？,もう免許証持ってるんだけど 今乗りません 危ないから,免許/証/持つ/今/乗る#ん/危ない,null,危ない,n,
もう免許証持ってるんだけど 今乗りません 危ないから,免許証ってなんだろう．．．,車を運転していいんんですよって許可なんですよ　それがないとね　乗っちゃいけないんです車　乗ったことないでしょ　免許証わかんないですか　今サッカーやってます　ワールドカップの　今日日本は0対0で引き分けでした　サッカーわかりますか　サッカーわかりますか,車/運転/する/いい/許可ない/それ/ない/乗る#ない/車/乗る/ない/免許/証/わかる#ない/サッカー/やる/ワールドカップ/今日/日本/0/対/0/引き分け/サッカー/わかる/サッカー/わかる,易易/良い/善い/好い,null,null,
昔から 一度もやったことないんですよう,洗濯は好きですか？毎日、洗濯するのは、大変ですよね。,でもきれいになるのは楽しいですね,きれい/なる/楽しい,楽しい,null,null,
でもきれいになるのは楽しいですね,今日は、買い物をしましたか？,まだこれからあさなので 今日もお買い物行きます 今日は孫がくるので,ある/さ/今日/買い物/行く/今日/孫/くる,買い物,null,null,
カーブスという運動に いってますよ,カーブスには良く行くんですか？,はい　月に１０回はいきたいと思ってます,はい/月/１/０/いきる/思う,意気/粋/生きる/活きる,null,null,
私もそう思います 今日は仕事なんですよ お仕事行ってきますね,私は好きですか？,はい　私はすきです,はい/私/すき,好き,null,null,
はい　私はすきです,外食は好きですけど。いろいろな店に行くので、行きつけのお店はないんです。,私もそうですね ときどきいろんなものを食べてみたいと思います でもお寿司屋さんがいいかな,私/食べる/思う/寿司/屋/さん/いい,易易/良い/善い/好い,null,null,
私もそうですね ときどきいろんなものを食べてみたいと思います でもお寿司屋さんがいいかな,寝る前に、いつもしていることってありますか？,そうですね 私は本が好きなので本読んでます,そうですね/私/本/好き/本/読む,好き,null,null,
そうですね 私は本が好きなので本読んでます,今、何か、夢はありますか？,そうですね 孫と一緒に旅行に行きたいな ささやかな夢ですけど そんなところです,そうですね/孫/一緒/旅行/行く/ささやか/夢,夢,null,null,
そうですね 孫と一緒に旅行に行きたいな ささやかな夢ですけど そんなところです,洗濯物を干すのは、面倒だなあって、思うことはありませんか？,雨の日は特に困りますね お天気がいいとすぐかわくんで うれしいんですけどね 雨の日は困ります,雨/困る/天気/いい/かわく/うれしい/雨/困る,嬉しい/易易/良い/善い/好い/佳話,困る,null,
雨ってね 6月のつゆごろにいっぱいふったんですけど 今日もなんか午後ふるようなこと言ってますよ,月は月ですか？,月は好きですね,月/好き,好き,null,null,
孫がくるので,孫は楽しいけど嫁さんはどうかとか，いろいろありますよね．,世間ではあるみたいですね でもうちの嫁さんは とてもいい人で全然何もありません,世間/嫁さん/いう/人/何/ある#ん,間,null,null,
世間ではあるみたいですね でもうちの嫁さんは とてもいい人で全然何もありません,嫁さんさんは？,お嫁さんはいい人ですよ,嫁さん/いい/人,易易/良い/善い/好い,null,null,
たまに行きたいところ　ときがありますよね でも うちで食べるのがゆっくりできていいかな,最近、運動不足だなぁ。毎日、運動を続けるのって大変ですよね。,でも健康のためにはいいですよね 運動は,健康/いい/運動,易易/良い/善い/好い/健/健康,null,p,
無料ってなんでしょう　教えてください,目はいいほうですか？メガネを使っていますか？,いいえ　メガネはつかってないんですけど右目が白内障という病気になってます みんな年をとるとなるんですよ,いいえ/メガネ/つかる#ない/右目/白内障/病気/なる/みんな/とる/なる,白,白/病気,null,
いいえ　メガネはつかってないんですけど右目が白内障という病気になってます みんな年をとるとなるんですよ,病気はしますか？,いえ　してないです　元気です,する#ない/元気,元気,null,null,
いえ　してないです　元気です,僕、金づちなんですよ。泳ぎは、得意ですか？,泳ぎが得意でないです 海のない群馬県で生まれたので 子供の時泳いだことないんですよ,泳ぎ/得意#ない/海/ない/群馬/県/生まれる/子供/泳ぐ/ない,泳ぐ/游ぐ,null,null,
3人います,やっぱり日本人だから日本茶かな。,うーん そうですね コーヒーも好きです コーヒー飲みますよ,うーん/そうですね/コーヒー/好き/コーヒー/飲む,好き,null,null,
今はほとんどないです,お孫さんは、いますか？,います 7人もいるんですよ みんな可愛いです,いる/7/いる/みんな/可愛い,愛/可愛い,null,null,
今は使ってないです はたきでパタパタとやってます,今は好きですか？,今　そうですね　みんな健康でいるのですきです,今/そうですね/みんな/健康/いる/すき,好き/健/健康,null,null,
今　そうですね　みんな健康でいるのですきです,カラオケは、好きですか？,大好きです　でもいかないんです　いけないんです,大好き/いく#ない/いける#ない,好き/大好き,null,null,
大好きです　でもいかないんです　いけないんです,すは好きですか？,酢は体いいにですから 好きですよ,酢/体/いい/好き,好き/易易/良い/善い/好い,null,null,
びわを食べました,東北地震の時に、なにか被害はありましたか？,我が家では特にないんですけど 仕事中で怖かったです,我が家/ない/仕事/中/怖い,null,怖い/恐い /我,n,
我が家では特にないんですけど 仕事中で怖かったです,我が家はおいしいですよね,我が家はおいしくないですよ楽しいんですよ,我が家/おいしい#ない/楽しい,楽しい,我,null,
我が家はおいしくないですよ楽しいんですよ,おいしいですね。,好きですか ちょっと甘いですよね 本物のみかんのがおいしいよ,好き/甘い/本物/みかん/おいしい,好き/甘い/旨い/本物/美味しい,甘い,null,
好きですか ちょっと甘いですよね 本物のみかんのがおいしいよ,前は方向|せんこですか？,違います,違う,null,違う,null,
違います,最近話した、ご近所の方は、どなたですか？,となりの林さんとよく話してます ご近所の方と仲良くするのはいいですよね,となり/林/さん/話す/近所/する/いい,易易/良い/善い/好い,null,null,
なんでしょうね それは私もわかりません考えましょう,最近はインターネットで将棋の対戦が出来るみたいです。やったことはありますか？,将棋は やったことないです インターネットも難しいんですよ,将棋/やる/ない/インターネット/難しい,null,難しい,null,
はい　ベッド ありますよ,ベッドは好きですか？,ベッドのが好きですね でも 今はお布団で寝てます,ベッド/好き/今/布団/寝る,好き,null,null,
ほとんどないですよ,毎日、何かお薬を飲んでいますか？,今は何も飲んでません おかげさまで元気なんですよ,今/何/飲む#ん/おかげ/さま/元気,御蔭/御陰/元気,null,p,
そんなことないですよ,中田は好きですか？,な仇はすきではありません　そういう人いません,仇/すき/ある#ん/人/いる#ん,好き,仇,null,
な仇はすきではありません　そういう人いません,今、挑戦してみたいことってありますか？,絵手紙なんかやってみたいなー とおもってます,絵手紙/やる/おもう,主/重,null,null,
絵手紙なんかやってみたいなー とおもってます,絵手紙はおいしいですよね,絵手紙 おいしくないですよ 楽しいことを書いて,絵手紙/おいしい#ない/楽しい/書く,楽しい,null,null,
絵手紙は食べるものでなくてね書くものなんですよ,手紙は好きですか？,手紙かくのが好きです,手紙/かく/好き,好き/核,null,null,
とねバスって教えてくれますか とねバスって何でしょう,お料理をするのは好きですか？,好きですね,好き,好き,null,p,
私もそうです,将棋って、奥が深いですよね。お友達と将棋をすることはありますか？,正直に言うと 将棋はやったことないです 見たこともないです,正直/言う/将棋/やる/ない/見る/ない,正直,null,null,
正直に言うと 将棋はやったことないです 見たこともないです,正直ってなんだろう．．．,本当のことですよ 正直がいいですよ よったんも正直好きでしょ,本当/正直/いい/よる/正直/好き,好き/易易/良い/善い/好い/本当/正直,null,null,
本当のことですよ 正直がいいですよ よったんも正直好きでしょ,誠は知っていますか？,新撰組の誠でしたら 日野市は,新撰/組/誠/日野/市,誠/実/真,null,null,
うーん　40年前にきました,昔、どんな曲が、流行っていましたか？,みはしともやとか かすがはちろうとか,はし/かす/ちる,貸す,null,null,
みはしともやとか かすがはちろうとか,三橋美智也は知っていますか？,知ってますよ　あーすごいですね　しってるんですか　いいうたでしたよね　みんな好きです　あの歌は,知る/すごい/しる/いい/うた/みんな/好き/歌,好き/易易/良い/善い/好い,null,null,
知ってますよ　あーすごいですね　しってるんですか　いいうたでしたよね　みんな好きです　あの歌は,んは知っていますか？,んは知ってないんですけどね　歌は知ってますよ　いっぱい歌いました,知る#ない/歌/知る/歌う,歌う/謡う/唄う/謳う,null,null,
好きでないです,ショートケーキが好きです,好きですか 私はおまんじゅうの方が好きです,好き/私/まんじゅう/好き,好き,null,p,
おはようございます,今、何か、ほしいものはありますか？,とくに何もないです 毎日元気健康でいられるのが一番です,何/ない/毎日/元気/健康/いる/られる/一番,健/元気/健康,null,null,
おくは好きでないです,国によって料理って違いますよね。食べてみたい国の料理はありますか？,平凡ですけど やっぱりフランス料理 なんかいいかな,平凡/フランス/料理/なん/いい,易易/良い/善い/好い/理,平凡,null,
いつも思っていつもとってます こないだの前のおお雪なんかもとりました,暑い夜は、寝ている間も、エアコンや扇風機を使いますか？,話は使いません やっぱり自然の風がイイですし,話/使う#ん/自然/風/イイ,易易/良い/善い/好い,null,null,
話は使いません やっぱり自然の風がイイですし,日光が射しているお庭って憧れるなぁ。,私も憧れます お花きれいにさくんですよ やっぱりかわいいですね,私/憧れる/花/きれい/さく/かわいい,可愛い/憧れる/憬れる/花/華/佳話/奇麗/綺麗,null,null,
はい,もう一度話しかけてください,今ね　問題が発生したんだそうです,今/問題/発生/する,null,問題,null,
今ね　問題が発生したんだそうです,もう一度話しかけてください,今ね　問題が発生したんだそうです,今/問題/発生/する,null,問題,null,
はい　これから出かけます お弁当つくりましたよ,料理って大変だけど、美味しいものが大好き、楽しいね。,そですか　楽しいですね,楽しい,楽しい,null,p,
はい,そうですよね．わたしもそう思います,はい　テニスした後でね 暑くて汗びっしょりかいて,はい/テニス/する/暑い/汗/かく,熱い/暑い/核,null,null,
そんなことないんですよ　四十年も住んでます,おいしいですね。,私は本物がおいしいね,私/本物/おいしい,本物/美味しい,null,null,
おはようございます,好きな季節は、なんですか？,やっぱり春ですね,春,春,null,null,
やっぱり春ですね,春は春ですか？,春は春です,春/春,春,null,null,
春は春です,面白いトランプゲーム、知りませんか？,孫が 神経衰弱が大好きなんですよ いつも付き合わされてます,孫/神経/衰弱/大好き/付く/合わす/れる,好き/大好き/神,null,null,
孫が 神経衰弱が大好きなんですよ いつも付き合わされてます,今まで行った場所で、一番印象的な県は、どこですか？,そうですね やっぱり1時 青森県が良かったですよ お魚もおいしかった人,そうですね/1/青森/県/良い/魚/おいしい/人,良い/善い/好い/美味しい,null,null,
そうですね やっぱり1時 青森県が良かったですよ お魚もおいしかった人,毎月の、公共料金って気になりますよね。節約したり、しますか？,そうです　今電気代が上がって大変です　なるべく電気をこまめにきったりしてます,電気/代/上がる/大変/電気/こまめ/きる/する,上がる/揚がる/挙がる/騰がる/こまめ,null,n,
そうです　今電気代が上がって大変です　なるべく電気をこまめにきったりしてます,洗濯をする時、色物は分けた方がいいですよね。,でも今の生地は とてもよくってそんなに訳なくても大丈夫なんですよ,今/生地/よい/訳/ない/大丈夫,良い/善い/好い/訳/大丈夫,null,null,
でも今の生地は とてもよくってそんなに訳なくても大丈夫なんですよ,今は好きですか？,はい　大好きです,はい/大好き,好き/大好き,null,null,
はい　大好きです,舌ってなんだろう．．．,舌ってね　食べたもの味を感じるところかな,舌/食べる/味/感じる,味,null,null,
はいしってます,ケーキやお団子のような、甘い食べ物は好きですか？,はい大好きです,はい/大好き,好き/大好き,null,p,
はい大好きです,ショートケーキが好きです,そうですか　私はモンブランが好きです,私/モンブラン/好き,好き,null,null,
そうですか　私はモンブランが好きです,どこか旅行に行きたいなあ。オススメの場所は、ありますか？,今ごろはどこがいいでしょうかね やっぱり山に行きたいですね　高尾山でいいですか,今/ごろ/どこ/いい/山/行く/高尾山,易易/良い/善い/好い/山,null,null,
今ごろはどこがいいでしょうかね やっぱり山に行きたいですね　高尾山でいいですか,山ってなんだろう．．．,お山に行って緑いっぱいすってきましょう 高尾山に行きます,お山/行く/緑/いっぱい/する/高尾山/行く,山,null,null,
いまは運動靴なのであまり革靴はかないので,やってみたい、お仕事はありますか？,そうですね お客さんいっぱいお話する仕事が好きです,そうですね/お客/さん/いっぱい/お話/する/仕事/好き,好き,null,null,
そうですね お客さんいっぱいお話する仕事が好きです,昔、好きだったアイドルや俳優さんはいましたか？,いますよ　今も好きです 氷川きよしくんの方が好きです,いる/今/好き/氷川/きよし/くん/好き,好き/寄与,null,null,
いますよ　今も好きです 氷川きよしくんの方が好きです,もし、宝くじに当たったら、なにに使いますか？,宝くじに当たるといいですけどね あたったら,宝くじ/当たる/いう/あたる,当たる/宝/財,当たる,null,
宝くじに当たるといいですけどね あたったら,宝くじに当たったら、すてきなお家を買いたいなあ,あたしも買いたいな,あたし/買う,買う,null,null,
すきじゃないです,今までに入院したことは、ありますか？,今まで一度もないですよ 元気なんです,今/一/ない/元気,元気,null,null,
今まで一度もないですよ 元気なんです,お隣の家の方とは長い付き合いですか？,40年もお付き愛してます 仲良くしてますよ,40/付き/愛す/する,愛/愛す/付き,null,null,
これから夕飯ですよ こんばんはです,健康のためにっていうものはありません。普通の食事を取っています。,はい 私は野菜が多いですね 野菜は体にいいですよね,はい/私/野菜/多い/野菜/体/いい,多/易易/良い/善い/好い,null,null,
はい 私は野菜が多いですね 野菜は体にいいですよね,そうですよね．わたしもそう思います,私もそう思います　お利口ですね,私/思う/利口,利口,null,null,
私もそう思います　お利口ですね,昔、お勉強とか、得意なほうでしたか？,うわー　聞かれるとお恥ずかしい,うわ/ー/聞く/れる/とおい/恥ずかしい,恥ずかしい,恥ずかしい,null,
うわー　聞かれるとお恥ずかしい,毎日、掃除大変ですよね。やってもやっても、あまり終わらないですよね。,きれいになるのはいいですね お掃除好きですよ,きれい/なる/いい/掃除/好き,好き/易易/良い/善い/好い,null,null,
きれいになるのはいいですね お掃除好きですよ,ご近所のお付き合いって難しいですよね。,そうですね　仲良くしてればいいんですよ,そうですね/する/いい,易易/良い/善い/好い,null,null,
せつ　孫,もう一度話しかけてください,今日はね　中学生のまごがきました 孫ちゃんです,今日/はねる/中学生/がき/孫/ちゃん,撥ねる,餓鬼,null,
今日はね　中学生のまごがきました 孫ちゃんです,最近、元気な高齢者の方が、たくさんいらっしゃいますよね。,そうですね　いっぱい元気な人がいますね,そうですね/元気/人/いる,元気,null,p,
すは知ってます,この前、停電があったけど、大丈夫でしたか？,はい　大丈夫でした,はい/大丈夫,大丈夫,null,p,
ソニーはいかないですね　ソニーもだんだん,すねは好きですか？,すねは好きじゃないですね すねはかじら　かじられないようにしましょう,すね/好き#ない/すね/かじ/ら/かじる/れる#ない/する,null,齧る,null,
います,もう一度話しかけてください,好きな芸能人いますよ,好き/芸能人/いる,好き/芸能,null,null,
好きな芸能人いますよ,最近どんな夢を見ましたか？,夢ですね 夢みてもね 朝起きると忘れちゃうんです 残念です,夢/夢みる/朝/起きる/忘れる/残念,夢,残念,null,
夢ですね 夢みてもね 朝起きると忘れちゃうんです 残念です,買い物をしてみたいと思っているんです．,そうですか　なにが買いたいですか,なに/買う,買う,null,null,
そうですか　なにが買いたいですか,運動して汗を流すのは、気持ちいいですよね。,一時お休みするね ごめんね,一時/休み/する/ごめん,時,null,null,
null,もう一度話しかけてください,黙れ（男性の声）,黙る/男性/声,男,null,null,
黙れ（男性の声）,どこでも眠れるって人いますけど、やっぱり自分の家が一番ですよね。,くたばれ（男性の声）,くたばる/男性/声,男,null,null,
こんばんは　これからごはんです,ご飯はおいしいですよね,ごはんおいしいですねぇ,ごはん/おいしい,美味しい,null,null,
ごはんおいしいですねぇ,重曹は、家の掃除にいろいろと使えるの知ってました？,知ってます　今も使ってます　お茶碗あらったり お台所で使ってますよ,知る/今/使う/茶碗/あらう/台所/使う,洗う,粗,null,
知ってます　今も使ってます　お茶碗あらったり お台所で使ってますよ,外の空気を吸うのは、気分がいいですよね。,はい　いいですね,はい/いい,易易/良い/善い/好い,null,null,
私の得意じゃないんです できません,私は好きですか？,私大好きです,私/大好き,好き/大好き,null,null,
私大好きです,２０２０年の東京オリンピックは、楽しみですね。,ですね 元気でいられるといいですね,元気/いる/られる/いう,元気,null,p,
痩せません,働くのは、好きですか？,好きです,好き,好き,null,p,
私は毎日食べます バナナは必ず朝食べてます,私は知っていますか？,松遊びに来てくれてありがとう,松/遊び/来る/ありがとう,有難う,null,null,
松遊びに来てくれてありがとう,税金や年金の心配事ってありますか？相談したことありますか？,また相談してないけどやっぱりこれから先心配ですね年金は,相談/する#ない/心配/年金,null,心配,null,
人斬りしました,今日は、一人で買い物に行ってきます。魚屋さんです。,魚屋さんで何か買ってきますか,魚/屋/さん/何/買う,買う,null,null,
魚屋さんで何か買ってきますか,遠くの親戚より近くの他人といいますが、本当ですか？,私も本当だと思います,私/本当/思う,本当,null,null,
null,もう一度話しかけてください,哲学難しいですね,哲学/難しい,null,難しい,null,
哲学難しいですね,哲学ってなんだろう．．．,哲学ってなんだろう 難しくてわかりません,哲学/難しい/わかる#ん,null,難しい,null,
ありますよ,いつも見ているテレビ番組はありますか？,nhkの家族に乾杯が好きです 鶴瓶さんな,nhk/家族/乾杯/好き/鶴/瓶/さん,好き,null,p,
nhkの家族に乾杯が好きです 鶴瓶さんな,ケーキはお好きですか？何のケーキが好きですか？,モンブランが好きです,モンブラン/好き,好き,null,null,
モンブランが好きです,思い出の一曲ってありますか？,いっぱいあります 名曲に絞れない人だけど,ある/名曲/絞れる#ない/人,名/名曲,null,null,
いっぱいあります 名曲に絞れない人だけど,名曲は音楽のジャンルですか？,アイマスそういう機会がないんですよね あまり聞く機会が,アイマス/機会/ない/聞く/機会,機会,null,null,
アイマスそういう機会がないんですよね あまり聞く機会が,洗濯いたを、使うことはありますか？,買いました いまは洗濯機脱水自動で一人にやってくれるので全然使えないんですよう,買う/いま/洗濯/機/脱水/自動/一/やる/使える#ない,買う,null,null,
まだ行ってないです およげないですけど,洗濯は好きだから、干すのは楽しいですね。,お天気が良くて綺麗にかくていいですね,天気/良い/綺麗/かく,良い/善い/好い/奇麗/綺麗/核,null,null,
人手下清でわありません,人と会うのは楽しいですよね。,私は大好きです ひとつあるの,私/大好き/ひとつ/ある,好き/大好き,匪徒,null,
何時も行きますよ,ガーデニングや園芸に、興味はありますか？,あのニュースでやってます お花がいっぱい書いてます,ニュース/やる/花/書く,花/華,null,null,
ニュース報道と新聞です,掃除機の紙パックの取り換え、面倒ですよね。,ですね でもやっぱりいっぱいになっちゃったら困りますね,いっぱい/なる/困る,null,困る,n,
ですね でもやっぱりいっぱいになっちゃったら困りますね,離れて暮らしていたとしても、家族は家族ですよね。,たまにあっても楽しいですしね,たま/ある/楽しい,楽しい,null,p,
null,もう一度話しかけてください,ビールが美味しいですよね,ビール/美味しい,味/美味しい,null,p,
こんばんは,暑い季節になりましたね。熱中症に気をつけてくださいね。,ありました ありがとうございます気をつけます 水分いっぱい撮りますね,ある/ありがとう/つける/水分/いっぱい/撮る,有難う,null,null,
ありました ありがとうございます気をつけます 水分いっぱい撮りますね,気は気功ですか？,そうではなく適切のことです,null#ない/適切,適切,null,null,
ですもなんでも使ってます,好きな食べ物は、お寿司と、天ぷらと、すき焼きです。,おいしそうですね お寿司 美味しい ですね,おいしい/寿司/美味しい,味/美味しい,null,null,
松屋,今、なにかお仕事をなさっていますか？,今日はお仕事朝から行って来ました お留守番ありがとう,今日/仕事/朝/行う/留守番/ありがとう,有難う,留守,null,
今日はお仕事朝から行って来ました お留守番ありがとう,お孫さんは、いらっしゃいますか？最近お話しましたか？,時です 享年一人孫が来てくれた話してます,時/享年/一/孫/来る/話す,時,null,null,
都内で行って来ました,肉じゃが食べたいなあ。肉じゃがを作るのは簡単ですか？,肉じゃが大好きですよ,肉じゃが/大好き,好き/大好き,null,null,
常,常は長さの単位ですか？,長さの単位ではないんですよ,長い/さ/単位/ない,長,null,null,
来てください食べましたに食べましょう,洗濯の後、乾燥機を使うことはありますか？,家にかんする気がないので使ってません,家/かんする/ない/使う#ん,間,憾/姦する,null,
家にかんする気がないので使ってません,大根の桂剥きできますか？,強上手に出来ます,強い/上手/出来る,上手/強い,null,null,
強上手に出来ます,おすすめの散歩スポットを教えてください。,朝からの土手が桜が咲く頃とても綺麗ですよ,朝/土手/桜/咲く/綺麗,奇麗/綺麗,null,null,
太陽は　東からでて西にはいります,太陽ってなんだろう．．．,太陽ってね おそらで光ってがやいてる太陽がないとねみんな　大変なんですよ,太陽/おそい/ら/光る/やく/太陽/ない/みんな/大変,光る,焼く,null,
太陽ってね おそらで光ってがやいてる太陽がないとねみんな　大変なんですよ,太陽は好きですか？,はい　大好きです　太陽が,はい/大好き/太陽,好き/大好き,null,null,
